"","group","acceptedName","acceptedAuthor","nameSubmitted","url","nameScientific","scientificScore","matchedFamily","matchedFamilyScore","authorAttributed","family","genus","genusScore","speciesMatched","speciesMatchedScore","infraspecific1Rank","infraspecific1Epithet","infraspecific1EpithetScore","infraspecific2Rank","infraspecific2Epithet","infraspecific2EpithetScore","author","authorScore","annotation","unmatched","overall","epithet","epithetScore","acceptance","familySubmitted","selected","acceptedNameUrl"
"173","172","Prenanthes alba","L.","Prenanthes alba","http://www.tropicos.org/Name/2701156","Prenanthes alba","1","","","L.","Asteraceae","Prenanthes","1","alba","1","","","","","","","","","","","1","alba","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2701156"
"174","173","Prunella vulgaris","L.","Prunella vulgaris","http://www.tropicos.org/Name/17600275","Prunella vulgaris","1","","","L.","Lamiaceae","Prunella","1","vulgaris","1","","","","","","","","","","","1","vulgaris","1","No opinion","",TRUE,"http://www.tropicos.org/Name/17600275"
"175","174","Prunus americana","Marshall","Prunus americana","http://www.tropicos.org/Name/27800132","Prunus americana","1","","","Marshall","Rosaceae","Prunus","1","americana","1","","","","","","","","","","","1","americana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27800132"
"176","175","Prunus serotina","Ehrh.","Prunus serotina","http://www.tropicos.org/Name/27800337","Prunus serotina","1","","","Ehrh.","Rosaceae","Prunus","1","serotina","1","","","","","","","","","","","1","serotina","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27800337"
"177","176","Prunus virginiana","L.","Prunus virginiana","http://www.tropicos.org/Name/27800139","Prunus virginiana","1","","","L.","Rosaceae","Prunus","1","virginiana","1","","","","","","","","","","","1","virginiana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27800139"
"178","177","Pseudotsuga menziesii","(Mirb.) Franco","Pseudotsuga menziesii","http://www.tropicos.org/Name/24900226","Pseudotsuga menziesii","1","","","(Mirb.) Franco","Pinaceae","Pseudotsuga","1","menziesii","1","","","","","","","","","","","1","menziesii","1","No opinion","",TRUE,"http://www.tropicos.org/Name/24900226"
"179","178","Ptelea trifoliata","L.","Ptelea trifoliata","http://www.tropicos.org/Name/28100521","Ptelea trifoliata","1","","","L.","Rutaceae","Ptelea","1","trifoliata","1","","","","","","","","","","","1","trifoliata","1","No opinion","",TRUE,"http://www.tropicos.org/Name/28100521"
"180","179","Quercus alba","L.","Quercus alba","http://www.tropicos.org/Name/13100028","Quercus alba","1","","","L.","Fagaceae","Quercus","1","alba","1","","","","","","","","","","","1","alba","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13100028"
"181","180","Quercus bicolor","Willd.","Quercus bicolor","http://www.tropicos.org/Name/13100038","Quercus bicolor","1","","","Willd.","Fagaceae","Quercus","1","bicolor","1","","","","","","","","","","","1","bicolor","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13100038"
"182","181","Quercus coccinea","Münchh.","Quercus coccinea","http://www.tropicos.org/Name/13100053","Quercus coccinea","1","","","Münchh.","Fagaceae","Quercus","1","coccinea","1","","","","","","","","","","","1","coccinea","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13100053"
"183","182","Quercus macrocarpa","Michx.","Quercus macrocarpa","http://www.tropicos.org/Name/13100002","Quercus macrocarpa","1","","","Michx.","Fagaceae","Quercus","1","macrocarpa","1","","","","","","","","","","","1","macrocarpa","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13100002"
"184","183","Quercus palustris","Münchh.","Quercus palustris","http://www.tropicos.org/Name/13100212","Quercus palustris","1","","","Münchh.","Fagaceae","Quercus","1","palustris","1","","","","","","","","","","","1","palustris","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13100212"
"185","184","Quercus rubra","L.","Quercus rubra","http://www.tropicos.org/Name/13100118","Quercus rubra","1","","","L.","Fagaceae","Quercus","1","rubra","1","","","","","","","","","","","1","rubra","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13100118"
"186","185","Ranunculus abortivus","L.","Ranunculus abortivus","http://www.tropicos.org/Name/27100133","Ranunculus abortivus","1","","","L.","Ranunculaceae","Ranunculus","1","abortivus","1","","","","","","","","","","","1","abortivus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27100133"
"187","186","Ranunculus hispidus","Michx.","Ranunculus hispidus","http://www.tropicos.org/Name/27100456","Ranunculus hispidus","1","","","Michx.","Ranunculaceae","Ranunculus","1","hispidus","1","","","","","","","","","","","1","hispidus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27100456"
"188","187","Ranunculus pensylvanicus","L. f.","Ranunculus pensylvanicus","http://www.tropicos.org/Name/27100204","Ranunculus pensylvanicus","1","","","L. f.","Ranunculaceae","Ranunculus","1","pensylvanicus","1","","","","","","","","","","","1","pensylvanicus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27100204"
"189","188","Ratibida pinnata","(Vent.) Barnhart","Ratibida pinnata","http://www.tropicos.org/Name/2710914","Ratibida pinnata","1","","","(Vent.) Barnhart","Asteraceae","Ratibida","1","pinnata","1","","","","","","","","","","","1","pinnata","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2710914"
"190","189","Rhamnus cathartica","L.","Rhamnus carthartica","http://www.tropicos.org/Name/27500016","Rhamnus cathartica","0.98599670627294","","","L.","Rhamnaceae","Rhamnus","1","cathartica","0.90909090909091","","","","","","","","","","","0.98599670627294","cathartica","0.90909090909091","No opinion","",TRUE,"http://www.tropicos.org/Name/27500016"
"191","190","Rhamnus cathartica","L.","Rhamnus cathartica","http://www.tropicos.org/Name/27500016","Rhamnus cathartica","1","","","L.","Rhamnaceae","Rhamnus","1","cathartica","1","","","","","","","","","","","1","cathartica","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27500016"
"192","191","Rhamnus frangula","L.","Rhamnus frangula","http://www.tropicos.org/Name/27500185","Rhamnus frangula","1","","","L.","Rhamnaceae","Rhamnus","1","frangula","1","","","","","","","","","","","1","frangula","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27500185"
"193","192","Rhus glabra","L.","Rhus glabra","http://www.tropicos.org/Name/1300002","Rhus glabra","1","","","L.","Anacardiaceae","Rhus","1","glabra","1","","","","","","","","","","","1","glabra","1","No opinion","",TRUE,"http://www.tropicos.org/Name/1300002"
"194","193","Toxicodendron radicans","(L.) Kuntze","Rhus radicans","http://www.tropicos.org/Name/1300009","Rhus radicans","1","","","L.","Anacardiaceae","Rhus","1","radicans","1","","","","","","","","","","","1","radicans","1","No opinion","",TRUE,"http://www.tropicos.org/Name/1300004"
"195","194","Rhus typhina","L.","Rhus typhina","http://www.tropicos.org/Name/1300264","Rhus typhina","1","","","L.","Anacardiaceae","Rhus","1","typhina","1","","","","","","","","","","","1","typhina","1","No opinion","",TRUE,"http://www.tropicos.org/Name/1300264"
"196","195","Ribes missouriense","Nutt.","Ribes missouriense","http://www.tropicos.org/Name/29100524","Ribes missouriense","1","","","Nutt.","Grossulariaceae","Ribes","1","missouriense","1","","","","","","","","","","","1","missouriense","1","No opinion","",TRUE,"http://www.tropicos.org/Name/29100524"
"197","196","Robinia pseudoacacia","L.","Robinia pseudoacacia","http://www.tropicos.org/Name/13032749","Robinia pseudoacacia","1","","","L.","Fabaceae","Robinia","1","pseudoacacia","1","","","","","","","","","","","1","pseudoacacia","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13032749"
"198","197","Robinia pseudoacacia","L.","Robinia pseudocacia","http://www.tropicos.org/Name/13032749","Robinia pseudoacacia","0.98737368185461","","","L.","Fabaceae","Robinia","1","pseudoacacia","0.91666666666667","","","","","","","","","","","0.98737368185461","pseudoacacia","0.91666666666667","No opinion","",TRUE,"http://www.tropicos.org/Name/13032749"
"199","198","Rosa carolina","L.","Rosa carolina","http://www.tropicos.org/Name/27801137","Rosa carolina","1","","","L.","Rosaceae","Rosa","1","carolina","1","","","","","","","","","","","1","carolina","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27801137"
"200","199","Rosa multiflora","Thunb.","Rosa multiflora","http://www.tropicos.org/Name/27801148","Rosa multiflora","1","","","Thunb.","Rosaceae","Rosa","1","multiflora","1","","","","","","","","","","","1","multiflora","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27801148"
"201","200","Rubus allegheniensis","Porter","Rubus allegheniensis","http://www.tropicos.org/Name/27801178","Rubus allegheniensis","1","","","Porter","Rosaceae","Rubus","1","allegheniensis","1","","","","","","","","","","","1","allegheniensis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27801178"
"202","201","Rubus idaeus","L.","Rubus idaeus","http://www.tropicos.org/Name/27800177","Rubus idaeus","1","","","L.","Rosaceae","Rubus","1","idaeus","1","","","","","","","","","","","1","idaeus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27800177"
"203","202","Rubus occidentalis","L.","Rubus occidentalis","http://www.tropicos.org/Name/27801319","Rubus occidentalis","1","","","L.","Rosaceae","Rubus","1","occidentalis","1","","","","","","","","","","","1","occidentalis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27801319"
"204","203","Rumex crispus","L.","Rumex crispus","http://www.tropicos.org/Name/26000108","Rumex crispus","1","","","L.","Polygonaceae","Rumex","1","crispus","1","","","","","","","","","","","1","crispus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/26000108"
"205","204","Rumex britannica","L.","Rumex orbiculatus","http://www.tropicos.org/Name/26000118","Rumex orbiculatus","1","","","A. Gray","Polygonaceae","Rumex","1","orbiculatus","1","","","","","","","","","","","1","orbiculatus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/26001594"
"206","205","Salix interior","Rowlee","Salix interior","http://www.tropicos.org/Name/28300276","Salix interior","1","","","Rowlee","Salicaceae","Salix","1","interior","1","","","","","","","","","","","1","interior","1","No opinion","",TRUE,"http://www.tropicos.org/Name/28300276"
"207","206","Salix nigra","Marshall","Salix nigra","http://www.tropicos.org/Name/28300177","Salix nigra","1","","","Marshall","Salicaceae","Salix","1","nigra","1","","","","","","","","","","","1","nigra","1","No opinion","",TRUE,"http://www.tropicos.org/Name/28300177"
"208","207","Sambucus canadensis","L.","Sambucus canadensis","http://www.tropicos.org/Name/6000053","Sambucus canadensis","1","","","L.","Adoxaceae","Sambucus","1","canadensis","1","","","","","","","","","","","1","canadensis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/6000053"
"209","208","Sanguinaria canadensis","L.","Sanguinaria canadensis","http://www.tropicos.org/Name/24000151","Sanguinaria canadensis","1","","","L.","Papaveraceae","Sanguinaria","1","canadensis","1","","","","","","","","","","","1","canadensis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/24000151"
"210","209","Scutellaria lateriflora","L.","Scutellaria lateriflora","http://www.tropicos.org/Name/17600342","Scutellaria lateriflora","1","","","L.","Lamiaceae","Scutellaria","1","lateriflora","1","","","","","","","","","","","1","lateriflora","1","No opinion","",TRUE,"http://www.tropicos.org/Name/17600342"
"211","210","Silphium integrifolium","Michx.","Silphium integrifolium","http://www.tropicos.org/Name/2711048","Silphium integrifolium","1","","","Michx.","Asteraceae","Silphium","1","integrifolium","1","","","","","","","","","","","1","integrifolium","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2711048"
"212","211","Sium suave","Walter","Sium suave","http://www.tropicos.org/Name/1700243","Sium suave","1","","","Walter","Apiaceae","Sium","1","suave","1","","","","","","","","","","","1","suave","1","No opinion","",TRUE,"http://www.tropicos.org/Name/1700243"
"213","212","Smilacina racemosa","(L.) Desf.","Smilacina racemosa","http://www.tropicos.org/Name/18400777","Smilacina racemosa","1","","","(L.) Desf.","Asparagaceae","Smilacina","1","racemosa","1","","","","","","","","","","","1","racemosa","1","No opinion","",TRUE,"http://www.tropicos.org/Name/18400777"
"214","213","Smilax lasioneura","Hook.","Smilax lasioneura","http://www.tropicos.org/Name/18401318","Smilax lasioneura","1","","","Hook.","Smilacaceae","Smilax","1","lasioneura","1","","","","","","","","","","","1","lasioneura","1","No opinion","",TRUE,"http://www.tropicos.org/Name/18401318"
"215","214","Smilax tamnoides","L.","Smilax tamnoides","http://www.tropicos.org/Name/18401332","Smilax tamnoides","1","","","L.","Smilacaceae","Smilax","1","tamnoides","1","","","","","","","","","","","1","tamnoides","1","No opinion","",TRUE,"http://www.tropicos.org/Name/18401332"
"216","215","Solanum dulcamara","L.","Solanum dulcamara","http://www.tropicos.org/Name/29600249","Solanum dulcamara","1","","","L.","Solanaceae","Solanum","1","dulcamara","1","","","","","","","","","","","1","dulcamara","1","No opinion","",TRUE,"http://www.tropicos.org/Name/29600249"
"217","216","Solidago canadensis","L.","Solidago canadensis","http://www.tropicos.org/Name/2711073","Solidago canadensis","1","","","L.","Asteraceae","Solidago","1","canadensis","1","","","","","","","","","","","1","canadensis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2711073"
"218","217","Solidago flexicaulis","L.","Solidago flexicaulis","http://www.tropicos.org/Name/2703257","Solidago flexicaulis","1","","","L.","Asteraceae","Solidago","1","flexicaulis","1","","","","","","","","","","","1","flexicaulis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2703257"
"219","218","Solidago gigantea","Aiton","Solidago gigantea","http://www.tropicos.org/Name/2701324","Solidago gigantea","1","","","Aiton","Asteraceae","Solidago","1","gigantea","1","","","","","","","","","","","1","gigantea","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2701324"
"220","219","Solidago graminifolia","(L.) Salisb.","Solidago graminifolia","http://www.tropicos.org/Name/2701325","Solidago graminifolia","1","","","(L.) Salisb.","Asteraceae","Solidago","1","graminifolia","1","","","","","","","","","","","1","graminifolia","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2701325"
"221","220","Euthamia caroliniana","(L.) Greene ex Porter & Britton","Solidago tenuifolia","http://www.tropicos.org/Name/2724899","Solidago tenuifolia","1","","","Pursh","Asteraceae","Solidago","1","tenuifolia","1","","","","","","","","","","","1","tenuifolia","1","No opinion","",TRUE,"http://www.tropicos.org/Name/50119710"
"222","221","Solidago ulmifolia","Muhl. ex Willd.","Solidago ulmifolia","http://www.tropicos.org/Name/2717791","Solidago ulmifolia","1","","","Muhl. ex Willd.","Asteraceae","Solidago","1","ulmifolia","1","","","","","","","","","","","1","ulmifolia","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2717791"
"223","222","Sonchus asper","(L.) Hill","Sonchus asper","http://www.tropicos.org/Name/2701342","Sonchus asper","1","","","(L.) Hill","Asteraceae","Sonchus","1","asper","1","","","","","","","","","","","1","asper","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2701342"
"224","223","Sorghastrum nutans","(L.) Nash","Sorghastrum nutans","http://www.tropicos.org/Name/25509975","Sorghastrum nutans","1","","","(L.) Nash","Poaceae","Sorghastrum","1","nutans","1","","","","","","","","","","","1","nutans","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25509975"
"225","224","Staphylea trifolia","L.","Staphylea trifolia","http://www.tropicos.org/Name/30200017","Staphylea trifolia","1","","","L.","Staphyleaceae","Staphylea","1","trifolia","1","","","","","","","","","","","1","trifolia","1","No opinion","",TRUE,"http://www.tropicos.org/Name/30200017"
"226","225","Stylophorum diphyllum","(Michx.) Nutt.","Stylophorum diphyllum","http://www.tropicos.org/Name/24000154","Stylophorum diphyllum","1","","","(Michx.) Nutt.","Papaveraceae","Stylophorum","1","diphyllum","1","","","","","","","","","","","1","diphyllum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/24000154"
"227","226","Taraxacum officinale","F.H. Wigg.","Taraxacum officinale","http://www.tropicos.org/Name/2726999","Taraxacum officinale","1","","","F.H. Wigg.","Asteraceae","Taraxacum","1","officinale","1","","","","","","","","","","","1","officinale","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2726999"
"228","227","Thalictrum dioicum","L.","Thalictrum dioicum","http://www.tropicos.org/Name/27100843","Thalictrum dioicum","1","","","L.","Ranunculaceae","Thalictrum","1","dioicum","1","","","","","","","","","","","1","dioicum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27100843"
